,year,wind,lat,lon
0,2010,5.221917808219178,36.336222,-120.112906
1,2010,3.65983379501385,35.532695,-119.281862
2,2010,5.689041095890411,38.535794,-121.776385
3,2010,3.76,36.851248,-120.59098
4,2010,5.885479452054796,40.044065,-122.165408
5,2010,3.532876712328767,39.608639,-121.824431
6,2010,5.237808219178082,38.752307,-120.73387
7,2010,5.163231197771587,36.158138,-119.851408
8,2010,5.78054794520548,36.768256,-121.773772
9,2010,4.351780821917808,35.86775,-119.8949
10,2010,5.247945205479452,38.8706,-121.546075
11,2010,4.603287671232877,39.226861,-122.0248
12,2010,3.766197183098592,37.358606,-118.405471
13,2010,3.43945205479452,36.597481,-119.50412
14,2010,4.687179487179487,33.043151,-115.415835
15,2010,4.73013698630137,41.063767,-121.456019
16,2010,4.056164383561644,33.96494166666667,-117.336983333333
17,2010,5.326575342465754,37.928154,-121.65973
18,2010,3.608100558659218,35.305442,-120.661783
19,2010,5.152328767123287,35.649861,-119.9593
20,2010,6.273927392739274,37.09745,-120.754227
21,2010,5.198630136986301,40.289799,-120.433948
22,2010,3.908539944903582,33.48665,-117.228269
23,2010,3.932054794520548,34.583144,-120.079239
24,2010,5.450704225352113,32.759575,-115.732067
25,2010,4.692602739726027,37.834822,-121.223194
26,2010,5.072876712328768,37.645222,-121.187764
27,2010,3.681318681318681,33.688449999999996,-117.721177777778
28,2010,3.52,38.428475,-122.410206
29,2010,2.54,34.05658888888889,-117.813069444444
30,2010,4.444931506849315,36.820833,-119.742308
31,2010,3.70027397260274,38.40355,-122.799931
32,2010,3.4139726027397264,39.252561,-121.315669
33,2010,3.668767123287672,39.006747,-123.080122
34,2010,2.860547945205479,36.360647,-119.059344
35,2010,5.487945205479452,32.806183,-115.446258
36,2010,5.140000000000001,34.942525,-119.6738
37,2010,6.71542699724518,36.609444,-121.5293
38,2010,5.419505494505494,41.438214,-120.480308
39,2010,5.453424657534247,41.958869,-121.472372
40,2010,4.933000000000001,37.231861,-120.880819
41,2010,4.459490084985836,34.471579,-119.869484
42,2010,3.36099706744868,34.044311,-118.476886
43,2010,3.0876373626373628,38.526822,-122.813886
44,2010,2.7293150684931504,36.997831,-121.996863
45,2010,5.342739726027397,36.634028,-120.381811
46,2010,3.9663013698630136,38.982737,-123.088704
47,2010,2.865479452054794,34.437352,-119.737329
48,2010,3.712328767123287,38.219503,-122.354964
49,2010,5.310958904109589,36.121275,-121.084455
50,2010,5.088219178082192,36.347415,-121.291248
51,2010,6.628493150684932,36.716806,-121.691889
52,2010,6.063407821229051,34.475914,-117.263514
53,2010,2.3565934065934067,33.841387,-116.478729
54,2010,7.0457534246575335,38.415564,-121.786911
55,2010,4.844931506849315,36.890096,-120.731665
56,2010,3.30082191780822,35.20581,-118.778437
57,2010,3.306963788300836,36.854875,-121.362693
58,2010,5.715616438356164,33.327703,-115.944842
59,2010,5.913972602739726,33.22018611111111,-115.580116666667
60,2010,4.076504297994269,36.902778,-121.741931
61,2010,3.2690410958904104,38.649964,-121.218872
62,2010,2.904383561643835,34.196530555555555,-118.230202777778
63,2010,5.83945205479452,34.884267,-116.979861
64,2010,5.438461538461538,33.6628694444444,-114.558108333333
65,2010,4.6570247933884295,33.5236944444444,-116.15575
66,2010,3.5158904109589035,33.55801666666667,-117.031661111111
67,2010,3.5608219178082186,35.603513,-119.212587
68,2010,3.466027397260273,38.501258,-121.978528
69,2010,7.177534246575343,38.121739,-121.674455
70,2010,3.729395604395605,36.721083,-119.389028
71,2010,4.424035608308605,36.822926,-121.467934
72,2010,3.519999999999999,38.266428,-122.616464
73,2010,4.166,37.016528,-120.186394
74,2010,3.5947826086956525,35.505833,-119.691144
75,2010,3.799178082191781,32.628208,-116.939281
76,2010,4.034986225895317,37.314139,-120.3867
77,2010,2.00027397260274,37.780653,-122.18015
78,2010,3.5664835164835167,32.885847,-117.143142
79,2010,5.0049315068493145,33.532222,-114.633889
80,2010,3.347123287671233,34.219386,-118.992439
81,2010,4.32,33.081050000000005,-116.975697222222
82,2010,3.5763636363636366,38.599158,-121.540406
83,2010,4.273698630136987,34.233639,-119.196922
84,2010,4.125333333333333,37.995478,-122.467656
85,2010,2.425071225071225,38.419439,-122.658719
86,2010,3.230410958904109,34.146372,-117.985797
87,2010,4.628969359331477,35.335267,-120.735652
88,2010,5.761643835616439,37.438944,-121.138511
89,2010,2.9990625,35.472556,-120.648142
90,2010,3.898300283286119,34.841878,-120.212736
91,2010,4.320821917808219,38.129641,-121.386323
92,2010,5.903835616438355,37.725881,-121.475517
93,2010,3.033150684931507,36.082272,-119.093178
94,2010,3.717857142857144,38.015372,-122.020278
95,2010,3.218630136986302,37.598758,-122.053233
96,2010,4.101643835616438,32.901867,-117.250458
97,2010,2.9232876712328766,33.79869722222222,-118.094791666667
98,2010,3.3710743801652896,33.38307,-114.719385
99,2010,4.076666666666667,37.837614,-122.140739
100,2010,4.743781094527363,33.663325,-117.093383333333
101,2010,5.395625,33.080733,-115.6857
102,2010,3.0835777126099706,35.833059,-119.255846
103,2010,7.655342465753425,36.488468,-117.919428
104,2010,3.493972602739725,32.72948,-117.139488
105,2010,3.7063444108761328,32.49265833333333,-114.826163888889
106,2010,4.92934131736527,38.090933,-122.526703
107,2010,7.365109890109889,36.358628,-117.943869
108,2010,5.062650602409639,36.382028,-120.22985
109,2010,3.9542465753424656,37.663969,-121.885033
110,2010,4.692877492877493,34.25598,-117.218463
111,2010,5.277260273972604,37.720739,-120.852101
112,2010,3.277534246575343,38.887603,-121.102908
113,2010,3.687777777777778,38.691786,-122.013808
114,2010,6.849725274725275,34.614981,-118.032492
115,2010,3.96986301369863,34.324639,-119.104875
116,2010,3.987397260273972,34.237645,-116.865853
117,2010,4.848441926345609,33.7485861111111,-116.252902777778
118,2010,6.249863013698629,32.67435277777778,-115.044380555556
119,2010,3.932328767123287,35.028281,-120.560033
120,2010,4.17945205479452,35.862569,-119.5037
121,2010,5.307967032967033,34.426361111111106,-118.517583333333
122,2010,5.594202898550725,36.175833,-120.36027
123,2010,4.898082191780823,37.54586944444444,-120.754530555556
124,2010,3.80997150997151,33.26844722222222,-116.36505
125,2010,3.6841095890410966,33.678151,-116.272921
126,2010,5.014876033057852,36.913166,-121.823497
127,2010,3.275616438356164,36.540942,-121.882096
128,2010,4.897229916897508,37.015026,-121.537043
129,2010,6.788764044943821,38.277972,-121.740989
130,2010,5.945833333333333,33.595736,-116.158761
131,2010,3.892631578947369,38.63611111111111,-120.793055555556
133,2010,5.767251461988303,34.672222,-120.513056
134,2011,5.353698630136987,36.336222,-120.112906
135,2011,3.4227397260273977,35.532695,-119.281862
136,2011,5.554246575342466,38.535794,-121.776385
137,2011,3.5569863013698635,36.851248,-120.59098
138,2011,5.601643835616438,40.044065,-122.165408
139,2011,3.60974212034384,39.608639,-121.824431
140,2011,5.1438356164383565,38.752307,-120.73387
141,2011,4.648219178082192,36.158138,-119.851408
142,2011,5.68,36.768256,-121.773772
143,2011,4.135890410958904,35.86775,-119.8949
144,2011,4.992541436464089,38.8706,-121.546075
145,2011,4.395867768595042,39.226861,-122.0248
146,2011,3.790684931506849,37.358606,-118.405471
147,2011,3.690410958904109,36.597481,-119.50412
148,2011,4.664109589041096,33.043151,-115.415835
149,2011,4.814520547945206,41.063767,-121.456019
150,2011,3.944109589041096,33.96494166666667,-117.336983333333
151,2011,5.533150684931506,37.928154,-121.65973
152,2011,3.784573002754821,35.305442,-120.661783
153,2011,5.211506849315069,35.649861,-119.9593
154,2011,5.774794520547946,37.09745,-120.754227
155,2011,5.080821917808219,40.289799,-120.433948
156,2011,3.8730555555555553,33.48665,-117.228269
157,2011,4.032328767123287,34.583144,-120.079239
158,2011,5.40262390670554,32.759575,-115.732067
159,2011,4.629041095890411,37.834822,-121.223194
160,2011,4.851232876712328,37.645222,-121.187764
161,2011,3.8980501392757656,33.688449999999996,-117.721177777778
162,2011,3.533241758241758,38.428475,-122.410206
163,2011,2.311780821917808,34.05658888888889,-117.813069444444
164,2011,4.283835616438357,36.820833,-119.742308
165,2011,3.818904109589041,38.40355,-122.799931
166,2011,4.249041095890411,39.252561,-121.315669
167,2011,3.479178082191781,39.006747,-123.080122
168,2011,2.8893150684931506,36.360647,-119.059344
169,2011,4.955342465753424,32.806183,-115.446258
170,2011,5.043835616438356,34.942525,-119.6738
171,2011,6.6309589041095895,36.609444,-121.5293
172,2011,4.813424657534247,41.438214,-120.480308
173,2011,4.86,41.958869,-121.472372
174,2011,4.675342465753425,37.231861,-120.880819
175,2011,4.2473972602739725,34.471579,-119.869484
176,2011,3.5457534246575344,34.044311,-118.476886
177,2011,2.993972602739726,38.526822,-122.813886
178,2011,2.765479452054795,36.997831,-121.996863
179,2011,5.286849315068494,36.634028,-120.381811
180,2011,3.6689349112426033,38.982737,-123.088704
181,2011,2.70986301369863,34.437352,-119.737329
182,2011,3.6369627507163327,38.219503,-122.354964
183,2011,5.02,36.121275,-121.084455
184,2011,5.185511363636365,36.347415,-121.291248
185,2011,6.414794520547946,36.716806,-121.691889
186,2011,6.007945205479452,34.475914,-117.263514
187,2011,2.4673972602739727,33.841387,-116.478729
188,2011,7.107123287671234,38.415564,-121.786911
189,2011,4.715890410958904,36.890096,-120.731665
190,2011,3.3212885154061618,35.20581,-118.778437
191,2011,3.270670391061452,36.854875,-121.362693
192,2011,5.463305322128852,33.327703,-115.944842
193,2011,4.890684931506849,33.22018611111111,-115.580116666667
194,2011,4.576712328767123,36.902778,-121.741931
195,2011,3.2893150684931505,38.649964,-121.218872
196,2011,2.884931506849315,34.196530555555555,-118.230202777778
197,2011,6.261369863013698,34.884267,-116.979861
198,2011,5.266301369863013,33.6628694444444,-114.558108333333
199,2011,4.7,33.5236944444444,-116.15575
200,2011,3.56027397260274,35.603513,-119.212587
201,2011,3.3734246575342466,38.501258,-121.978528
202,2011,7.031780821917809,38.121739,-121.674455
203,2011,3.735342465753425,36.721083,-119.389028
204,2011,4.190985915492957,36.822926,-121.467934
205,2011,3.4994520547945203,38.266428,-122.616464
206,2011,4.2594520547945205,37.016528,-120.186394
207,2011,3.483835616438356,35.505833,-119.691144
208,2011,3.7852054794520544,32.628208,-116.939281
209,2011,3.85041095890411,37.314139,-120.3867
210,2011,2.004383561643836,37.780653,-122.18015
211,2011,3.1180821917808217,32.885847,-117.143142
212,2011,4.554794520547945,33.532222,-114.633889
213,2011,3.706575342465753,34.219386,-118.992439
214,2011,3.96027397260274,33.081050000000005,-116.975697222222
215,2011,2.4573529411764707,38.599158,-121.540406
216,2011,4.128767123287672,34.233639,-119.196922
217,2011,3.744109589041096,37.995478,-122.467656
218,2011,2.358356164383561,38.419439,-122.658719
219,2011,3.3164383561643835,34.146372,-117.985797
220,2011,4.3613698630136986,35.335267,-120.735652
221,2011,5.609589041095891,37.438944,-121.138511
222,2011,2.867630057803468,35.472556,-120.648142
223,2011,4.111506849315068,34.841878,-120.212736
224,2011,3.8701369863013695,38.129641,-121.386323
225,2011,5.753501400560224,37.725881,-121.475517
226,2011,3.2454794520547945,36.082272,-119.093178
227,2011,3.5712328767123287,38.015372,-122.020278
228,2011,3.049041095890411,37.598758,-122.053233
229,2011,3.879452054794521,32.901867,-117.250458
230,2011,2.681920903954802,33.79869722222222,-118.094791666667
231,2011,5.106301369863013,33.38307,-114.719385
232,2011,3.936986301369863,37.837614,-122.140739
233,2011,4.981643835616439,33.663325,-117.093383333333
234,2011,5.515890410958904,33.080733,-115.6857
235,2011,2.967796610169492,35.833059,-119.255846
236,2011,7.824109589041097,36.488468,-117.919428
237,2011,3.575890410958904,32.72948,-117.139488
238,2011,4.270940170940171,32.49265833333333,-114.826163888889
239,2011,4.836986301369863,38.090933,-122.526703
240,2011,7.358904109589041,36.358628,-117.943869
241,2011,3.7745205479452055,36.382028,-120.22985
242,2011,3.4961538461538457,37.663969,-121.885033
243,2011,4.9112328767123286,34.25598,-117.218463
244,2011,5.088529411764706,37.720739,-120.852101
245,2011,3.165479452054795,38.887603,-121.102908
246,2011,3.5308988764044944,38.691786,-122.013808
247,2011,7.04958904109589,34.614981,-118.032492
248,2011,3.972328767123288,34.324639,-119.104875
249,2011,4.067671232876712,34.237645,-116.865853
250,2011,5.267123287671233,33.7485861111111,-116.252902777778
251,2011,5.372054794520548,32.67435277777778,-115.044380555556
252,2011,3.805753424657535,35.028281,-120.560033
253,2011,3.873972602739726,35.862569,-119.5037
254,2011,5.508767123287671,34.426361111111106,-118.517583333333
255,2011,5.490082644628099,36.175833,-120.36027
256,2011,4.474520547945205,37.54586944444444,-120.754530555556
257,2011,3.914836795252225,33.26844722222222,-116.36505
258,2011,3.9065753424657537,33.678151,-116.272921
259,2011,4.7465753424657535,36.913166,-121.823497
260,2011,3.3273972602739725,36.540942,-121.882096
261,2011,4.881917808219178,37.015026,-121.537043
262,2011,6.97909604519774,38.277972,-121.740989
263,2011,4.998290598290598,34.291331,-118.570044
264,2011,3.613913043478261,34.25615,-118.382905
265,2011,5.697245179063362,33.595736,-116.158761
266,2011,2.0811965811965814,34.214197,-118.644769
267,2011,4.239272727272727,34.59231,-118.127464
268,2011,4.484810126582279,38.672722,-121.811722
269,2011,3.0019178082191784,38.508333,-120.79972
270,2011,3.860821917808219,38.63611111111111,-120.793055555556
271,2011,2.6507246376811597,36.570101,-121.786499
272,2011,4.324074074074074,34.40555555555555,-119.715
273,2011,6.028219178082191,34.672222,-120.513056
274,2011,4.639272727272727,34.913472,-120.464778
275,2012,5.772677595628416,36.336222,-120.112906
276,2012,5.7194520547945205,38.535794,-121.776385
277,2012,3.601092896174863,36.851248,-120.59098
278,2012,5.8489071038251375,40.044065,-122.165408
279,2012,3.5622950819672137,39.608639,-121.824431
280,2012,5.551639344262295,38.752307,-120.73387
281,2012,5.3469945355191255,36.158138,-119.851408
282,2012,5.4598360655737705,36.768256,-121.773772
283,2012,4.601092896174864,35.86775,-119.8949
284,2012,4.84367816091954,39.226861,-122.0248
285,2012,3.827322404371584,37.358606,-118.405471
286,2012,3.751366120218579,36.597481,-119.50412
287,2012,4.430327868852459,33.043151,-115.415835
288,2012,4.845355191256831,41.063767,-121.456019
289,2012,3.959562841530054,33.96494166666667,-117.336983333333
290,2012,5.637087912087911,37.928154,-121.65973
291,2012,3.5680555555555555,35.305442,-120.661783
292,2012,5.603551912568307,35.649861,-119.9593
293,2012,5.442622950819672,37.09745,-120.754227
294,2012,5.363013698630137,40.289799,-120.433948
296,2012,3.911797752808989,33.48665,-117.228269
297,2012,4.080874316939891,34.583144,-120.079239
298,2012,4.768306010928962,32.759575,-115.732067
299,2012,4.706027397260274,37.834822,-121.223194
300,2012,5.198082191780821,37.645222,-121.187764
301,2012,3.855464480874317,33.688449999999996,-117.721177777778
302,2012,3.652185792349726,38.428475,-122.410206
303,2012,2.305191256830601,34.05658888888889,-117.813069444444
304,2012,4.53087431693989,36.820833,-119.742308
305,2012,3.9583561643835616,38.40355,-122.799931
306,2012,4.607650273224044,39.252561,-121.315669
307,2012,3.7125683060109287,39.006747,-123.080122
308,2012,2.9306010928961745,36.360647,-119.059344
309,2012,5.007002801120448,32.806183,-115.446258
310,2012,5.083879781420764,34.942525,-119.6738
311,2012,5.298907103825136,41.438214,-120.480308
312,2012,5.168306010928961,41.958869,-121.472372
313,2012,4.811748633879782,37.231861,-120.880819
314,2012,4.526229508196721,34.471579,-119.869484
315,2012,3.234530386740332,34.044311,-118.476886
316,2012,3.235245901639344,38.526822,-122.813886
317,2012,2.803825136612021,36.997831,-121.996863
318,2012,5.776648351648351,36.634028,-120.381811
319,2012,3.7405633802816896,38.982737,-123.088704
320,2012,2.7459016393442623,34.437352,-119.737329
321,2012,3.707103825136613,38.219503,-122.354964
322,2012,2.939344262295082,36.943964,-121.763942
323,2012,5.504371584699453,36.121275,-121.084455
324,2012,6.053825136612021,36.347415,-121.291248
325,2012,6.990710382513661,36.716806,-121.691889
326,2012,6.025409836065574,34.475914,-117.263514
327,2012,2.421584699453552,33.841387,-116.478729
328,2012,7.301917808219177,38.415564,-121.786911
330,2012,4.99808743169399,36.890096,-120.731665
331,2012,3.738028169014085,35.20581,-118.778437
332,2012,3.2716666666666674,36.854875,-121.362693
333,2012,5.807692307692308,33.327703,-115.944842
334,2012,5.0985754985754985,33.22018611111111,-115.580116666667
335,2012,4.157650273224044,36.902778,-121.741931
336,2012,3.4669398907103828,38.649964,-121.218872
337,2012,2.9087431693989068,34.196530555555555,-118.230202777778
338,2012,5.9930939226519335,34.884267,-116.979861
339,2012,4.675068493150685,33.6628694444444,-114.558108333333
340,2012,4.397814207650273,33.5236944444444,-116.15575
341,2012,4.154098360655738,35.603513,-119.212587
342,2012,3.3751366120218584,38.501258,-121.978528
343,2012,7.215027322404373,38.121739,-121.674455
344,2012,3.816393442622951,36.721083,-119.389028
345,2012,3.368493150684932,36.822926,-121.467934
346,2012,3.6043715846994537,38.266428,-122.616464
347,2012,4.388251366120218,37.016528,-120.186394
348,2012,3.509289617486339,35.505833,-119.691144
349,2012,3.80327868852459,32.628208,-116.939281
350,2012,4.227868852459016,37.314139,-120.3867
351,2012,1.8409836065573773,37.780653,-122.18015
352,2012,3.5054644808743167,32.885847,-117.143142
353,2012,4.186612021857924,33.532222,-114.633889
354,2012,3.4101092896174863,34.219386,-118.992439
355,2012,3.862021857923497,33.081050000000005,-116.975697222222
356,2012,2.4262295081967213,38.599158,-121.540406
357,2012,4.270491803278689,34.233639,-119.196922
358,2012,3.746994535519126,37.995478,-122.467656
359,2012,2.474863387978142,38.419439,-122.658719
360,2012,3.35,34.146372,-117.985797
361,2012,3.641225626740947,35.335267,-120.735652
362,2012,5.890983606557377,37.438944,-121.138511
363,2012,2.855464480874317,35.472556,-120.648142
364,2012,4.2,34.841878,-120.212736
365,2012,4.039071038251366,38.129641,-121.386323
366,2012,6.182786885245902,37.725881,-121.475517
367,2012,3.0677595628415304,36.082272,-119.093178
368,2012,3.710382513661202,38.015372,-122.020278
369,2012,3.2226775956284155,37.598758,-122.053233
370,2012,3.962021857923497,32.901867,-117.250458
371,2012,2.7013661202185792,33.79869722222222,-118.094791666667
372,2012,4.53314121037464,33.38307,-114.719385
373,2012,3.986885245901639,37.837614,-122.140739
374,2012,5.13229461756374,33.663325,-117.093383333333
375,2012,5.061748633879781,33.080733,-115.6857
376,2012,3.0494535519125687,35.833059,-119.255846
377,2012,7.687978142076502,36.488468,-117.919428
378,2012,3.5948087431693985,32.72948,-117.139488
379,2012,4.196174863387979,32.49265833333333,-114.826163888889
380,2012,5.356284153005465,38.090933,-122.526703
381,2012,7.389664804469274,36.358628,-117.943869
382,2012,4.6775956284153,36.382028,-120.22985
383,2012,3.521311475409836,37.663969,-121.885033
384,2012,4.793956043956044,34.25598,-117.218463
385,2012,6.033791208791209,36.63324,-121.934847
386,2012,4.98005540166205,37.720739,-120.852101
387,2012,3.451923076923077,38.887603,-121.102908
388,2012,3.6401639344262295,38.691786,-122.013808
389,2012,6.9909340659340655,34.614981,-118.032492
390,2012,3.951549295774648,34.324639,-119.104875
391,2012,3.6109289617486335,34.237645,-116.865853
392,2012,4.954371584699453,33.7485861111111,-116.252902777778
393,2012,5.143169398907104,32.67435277777778,-115.044380555556
394,2012,3.9314207650273225,35.028281,-120.560033
395,2012,4.17103825136612,35.862569,-119.5037
396,2012,5.586301369863014,34.426361111111106,-118.517583333333
397,2012,5.7699724517906334,36.175833,-120.36027
398,2012,4.730601092896175,37.54586944444444,-120.754530555556
399,2012,3.6999999999999993,33.26844722222222,-116.36505
400,2012,3.74344262295082,33.678151,-116.272921
401,2012,4.893681318681319,36.913166,-121.823497
402,2012,3.4136612021857924,36.540942,-121.882096
403,2012,4.886338797814207,37.015026,-121.537043
404,2012,7.690140845070423,38.277972,-121.740989
405,2012,4.746174863387979,34.291331,-118.570044
406,2012,3.831147540983606,34.25615,-118.382905
407,2012,5.750546448087433,33.595736,-116.158761
408,2012,2.5751366120218577,34.214197,-118.644769
409,2012,4.205205479452055,34.59231,-118.127464
410,2012,5.971703296703296,34.513611,-115.510556
